text,intent
Tuyệt vời. Ăn sáng ngon.,positive
Đáng đồng tiền. Thái độ nhân viên rất tốt. Check-in nhanh chóng.,positive
Kém chất lượng. Không giống hình ảnh.,negative
Phục vụ chu đáo. Trang thiết bị hiện đại.,positive
Dịch vụ tuyệt vời. Phục vụ chu đáo. Vị trí thuận tiện.,positive
Rất tốt. Trang thiết bị hiện đại.,positive
Thiếu tiện nghi. Không giống hình ảnh.,negative
Rất thất vọng. Vị trí xa trung tâm.,negative
Homestay sạch sẽ. Phòng ốc đẹp. Phục vụ chu đáo.,positive
Phòng ốc đẹp. Đáng đồng tiền. Ăn sáng ngon. Phục vụ chu đáo.,positive
Trang thiết bị hiện đại. Phục vụ chu đáo. Dịch vụ tuyệt vời.,positive
Kém chất lượng. Vị trí xa trung tâm. Rất thất vọng.,negative
Giá quá cao. Check-in chậm. Phòng có mùi khó chịu.,negative
Check-in nhanh chóng. Phục vụ chu đáo.,positive
Không gian yên tĩnh. Vị trí thuận tiện. Giá cả hợp lý. Homestay sạch sẽ.,positive
Vị trí thuận tiện. Chắc chắn sẽ quay lại. Phục vụ chu đáo.,positive
Phòng quá nhỏ. Cực kỳ tệ. Phòng có mùi khó chịu.,negative
Dịch vụ kém. Thái độ nhân viên không tốt. Phòng bẩn.,negative
Giá cả hợp lý. Check-in nhanh chóng. Sạch sẽ và tiện nghi. Phòng ốc đẹp.,positive
Homestay sạch sẽ. Phòng ốc đẹp. Sạch sẽ và tiện nghi.,positive
Check-in nhanh chóng. Phòng ốc đẹp. Tuyệt vời. Trang thiết bị hiện đại.,positive
Khó chịu. Rất thất vọng.,negative
Khó chịu. Phòng quá nhỏ. Không đáng tiền.,negative
Ăn sáng ngon. Vị trí thuận tiện.,positive
Phòng ốc đẹp. Nhân viên thân thiện. Dịch vụ tuyệt vời.,positive
Không đáng tiền. Thiếu tiện nghi.,negative
Không giống hình ảnh. Vị trí xa trung tâm.,negative
Thái độ nhân viên không tốt. Không đáng tiền.,negative
Đáng đồng tiền. Rất tốt. Rất hài lòng. Vị trí thuận tiện.,positive
Ăn sáng ngon. Check-in nhanh chóng.,positive
"Homestay sạch sẽ, thơm mát, không có mùi lạ.",positive
Tuyệt vời. Đáng đồng tiền. Sạch sẽ và tiện nghi.,positive
Thiếu tiện nghi. Check-in chậm.,negative
Phòng có mùi khó chịu. Cực kỳ tệ. Phòng quá nhỏ.,negative
Bữa sáng nghèo nàn. Check-in chậm. Nhân viên lạnh nhạt.,negative
Vị trí thuận tiện. Chắc chắn sẽ quay lại. Dịch vụ tuyệt vời.,positive
Vị trí thuận tiện. Nhân viên thân thiện. Homestay sạch sẽ.,positive
Sạch sẽ và tiện nghi. Check-in nhanh chóng. Ăn sáng ngon. Tuyệt vời.,positive
Không đáng tiền. Phòng có mùi khó chịu.,negative
Không gian yên tĩnh. Vị trí thuận tiện. Nhân viên thân thiện.,positive
Phục vụ chu đáo. Đáng đồng tiền. Thái độ nhân viên rất tốt.,positive
Phòng bẩn. Không giống hình ảnh. Phòng quá nhỏ. Cực kỳ tệ.,negative
Tuyệt vời. Giá cả hợp lý. Vị trí thuận tiện.,positive
Check-in nhanh chóng. Vị trí thuận tiện. Phòng ốc đẹp. Nhân viên thân thiện.,positive
Vị trí xa trung tâm. Thiếu tiện nghi. Giá quá cao. Không đáng tiền.,negative
Kém chất lượng. Thái độ nhân viên không tốt. Phòng bẩn. Giá quá cao.,negative
Thái độ nhân viên không tốt. Kém chất lượng.,negative
Rất hài lòng. Thái độ nhân viên rất tốt.,positive
Rất hài lòng. Nhân viên thân thiện.,positive
Phòng bẩn. Thiếu tiện nghi.,negative
Vị trí xa trung tâm. Không giống hình ảnh. Thái độ nhân viên không tốt.,negative
Phòng bẩn. Giá quá cao. Phòng có mùi khó chịu. Nhân viên lạnh nhạt.,negative
Dịch vụ tuyệt vời. Trang thiết bị hiện đại.,positive
Check-in nhanh chóng. Đáng đồng tiền.,positive
Nhân viên lạnh nhạt. Giá quá cao. Khó chịu. Không đáng tiền.,negative
Nhân viên lạnh nhạt. Không giống hình ảnh. Thái độ nhân viên không tốt.,negative
Khó chịu. Thiếu tiện nghi. Giá quá cao.,negative
Phòng quá nhỏ. Cực kỳ tệ.,negative
Đáng đồng tiền. Phục vụ chu đáo. Tuyệt vời. Dịch vụ tuyệt vời.,positive
Phòng quá nhỏ. Cực kỳ tệ.,negative
Thái độ nhân viên không tốt. Không quay lại lần sau. Vị trí xa trung tâm.,negative
Ăn sáng ngon. Vị trí thuận tiện. Rất tốt. Chắc chắn sẽ quay lại.,positive
Chắc chắn sẽ quay lại. Tuyệt vời. Phục vụ chu đáo. Giá cả hợp lý.,positive
Thái độ nhân viên rất tốt. Phục vụ chu đáo.,positive
Check-in nhanh chóng. Trang thiết bị hiện đại. Tuyệt vời.,positive
Không quay lại lần sau. Giá quá cao.,negative
Chắc chắn sẽ quay lại. Rất tốt.,positive
Phòng bẩn. Không giống hình ảnh. Giá quá cao.,negative
Sạch sẽ và tiện nghi. Rất hài lòng. Phòng ốc đẹp.,positive
Thái độ nhân viên rất tốt. Check-in nhanh chóng. Rất hài lòng. Rất tốt.,positive
Rất thất vọng. Thiếu tiện nghi. Không quay lại lần sau. Nhân viên lạnh nhạt.,negative
Tuyệt vời. Sạch sẽ và tiện nghi.,positive
Phòng bẩn. Nhân viên lạnh nhạt.,negative
Không quay lại lần sau. Khó chịu. Giá quá cao. Không đáng tiền.,negative
Dịch vụ tuyệt vời. Check-in nhanh chóng.,positive
Không gian yên tĩnh. Rất hài lòng. Phòng ốc đẹp. Homestay sạch sẽ.,positive
Kém chất lượng. Cực kỳ tệ.,negative
Bữa sáng nghèo nàn. Thái độ nhân viên không tốt. Không giống hình ảnh.,negative
Bữa sáng nghèo nàn. Rất thất vọng. Phòng quá nhỏ.,negative
Phục vụ chu đáo. Nhân viên thân thiện. Chắc chắn sẽ quay lại.,positive
Ăn sáng ngon. Chắc chắn sẽ quay lại. Tuyệt vời.,positive
Nhân viên thân thiện. Trang thiết bị hiện đại. Giá cả hợp lý. Dịch vụ tuyệt vời.,positive
Kém chất lượng. Không giống hình ảnh.,negative
Đáng đồng tiền. Ăn sáng ngon. Tuyệt vời.,positive
Phòng có mùi khó chịu. Dịch vụ kém.,negative
Thái độ nhân viên rất tốt. Sạch sẽ và tiện nghi. Phòng ốc đẹp. Ăn sáng ngon.,positive
"Homestay cũ, thiết bị hỏng, giá cao.",negative
Đáng đồng tiền. Trang thiết bị hiện đại. Sạch sẽ và tiện nghi. Homestay sạch sẽ.,positive
Phòng bẩn. Khó chịu.,negative
Dịch vụ tuyệt vời. Trang thiết bị hiện đại. Không gian yên tĩnh. Vị trí thuận tiện.,positive
"Dịch vụ kinh khủng, nhân viên thờ ơ, Homestay bẩn.",negative
Thiếu tiện nghi. Dịch vụ kém.,negative
Cực kỳ tệ. Vị trí xa trung tâm. Thái độ nhân viên không tốt.,negative
Trang thiết bị hiện đại. Tuyệt vời. Chắc chắn sẽ quay lại.,positive
Nhân viên lạnh nhạt. Phòng quá nhỏ. Thái độ nhân viên không tốt. Thiếu tiện nghi.,negative
Thái độ nhân viên không tốt. Không quay lại lần sau.,negative
Khó chịu. Cực kỳ tệ. Thái độ nhân viên không tốt.,negative
Nhân viên lạnh nhạt. Phòng quá nhỏ.,negative
Dịch vụ tuyệt vời. Thái độ nhân viên rất tốt.,positive
Giá cả hợp lý. Dịch vụ tuyệt vời. Nhân viên thân thiện. Không gian yên tĩnh.,positive
Chắc chắn sẽ quay lại. Phục vụ chu đáo. Giá cả hợp lý.,positive
Homestay sạch sẽ. Dịch vụ tuyệt vời. Thái độ nhân viên rất tốt. Đáng đồng tiền.,positive
Sạch sẽ và tiện nghi. Rất tốt.,positive
Giá quá cao. Dịch vụ kém.,negative
Kém chất lượng. Rất thất vọng. Bữa sáng nghèo nàn. Thái độ nhân viên không tốt.,negative
Phục vụ chu đáo. Tuyệt vời. Homestay sạch sẽ. Thái độ nhân viên rất tốt.,positive
Không giống hình ảnh. Rất thất vọng. Nhân viên lạnh nhạt.,negative
Rất thất vọng. Check-in chậm. Nhân viên lạnh nhạt. Phòng bẩn.,negative
Không đáng tiền. Phòng bẩn.,negative
Tuyệt vời. Phòng ốc đẹp. Rất hài lòng.,positive
Không quay lại lần sau. Kém chất lượng. Vị trí xa trung tâm. Check-in chậm.,negative
Sạch sẽ và tiện nghi. Tuyệt vời. Homestay sạch sẽ.,positive
"Nhân viên lễ tân nhiệt tình, hỗ trợ tốt.",positive
Check-in nhanh chóng. Rất hài lòng. Dịch vụ tuyệt vời. Thái độ nhân viên rất tốt.,positive
Dịch vụ tuyệt vời. Sạch sẽ và tiện nghi.,positive
Vị trí thuận tiện. Dịch vụ tuyệt vời.,positive
Giá quá cao. Bữa sáng nghèo nàn.,negative
Cực kỳ tệ. Thiếu tiện nghi. Không quay lại lần sau.,negative
Chắc chắn sẽ quay lại. Trang thiết bị hiện đại.,positive
Thái độ nhân viên rất tốt. Giá cả hợp lý. Rất hài lòng. Sạch sẽ và tiện nghi.,positive
Nhân viên thân thiện. Giá cả hợp lý.,positive
Vị trí thuận tiện. Rất hài lòng.,positive
Phòng bẩn. Không giống hình ảnh. Kém chất lượng. Giá quá cao.,negative
Dịch vụ kém. Bữa sáng nghèo nàn. Phòng quá nhỏ. Vị trí xa trung tâm.,negative
Check-in chậm. Không đáng tiền.,negative
Không gian yên tĩnh. Thái độ nhân viên rất tốt. Ăn sáng ngon. Sạch sẽ và tiện nghi.,positive
Rất thất vọng. Kém chất lượng. Dịch vụ kém. Thiếu tiện nghi.,negative
Phòng bẩn. Vị trí xa trung tâm.,negative
Đáng đồng tiền. Phòng ốc đẹp.,positive
Tuyệt vời. Đáng đồng tiền. Vị trí thuận tiện.,positive
Kém chất lượng. Phòng quá nhỏ. Dịch vụ kém. Cực kỳ tệ.,negative
Kém chất lượng. Cực kỳ tệ. Phòng bẩn. Dịch vụ kém.,negative
Cực kỳ tệ. Dịch vụ kém. Rất thất vọng. Phòng bẩn.,negative
Thiếu tiện nghi. Vị trí xa trung tâm. Bữa sáng nghèo nàn.,negative
Kém chất lượng. Bữa sáng nghèo nàn.,negative
Dịch vụ tuyệt vời. Rất hài lòng. Giá cả hợp lý.,positive
Homestay sạch sẽ. Nhân viên thân thiện.,positive
Khó chịu. Cực kỳ tệ.,negative
Không giống hình ảnh. Cực kỳ tệ. Kém chất lượng.,negative
Homestay không có dép đi trong nhà.,negative
Dịch vụ tuyệt vời. Rất hài lòng. Homestay sạch sẽ. Vị trí thuận tiện.,positive
Phòng ốc đẹp. Rất hài lòng. Đáng đồng tiền.,positive
Chắc chắn sẽ quay lại. Thái độ nhân viên rất tốt. Trang thiết bị hiện đại. Ăn sáng ngon.,positive
Phòng quá nhỏ. Rất thất vọng.,negative
Phòng có mùi khó chịu. Bữa sáng nghèo nàn. Dịch vụ kém. Kém chất lượng.,negative
Phòng quá nhỏ. Phòng bẩn. Không đáng tiền. Check-in chậm.,negative
Homestay sạch sẽ. Sạch sẽ và tiện nghi. Trang thiết bị hiện đại. Ăn sáng ngon.,positive
Sạch sẽ và tiện nghi. Tuyệt vời.,positive
Phòng có mùi khó chịu. Giá quá cao.,negative
Rất tốt. Chắc chắn sẽ quay lại. Phục vụ chu đáo. Dịch vụ tuyệt vời.,positive
Phòng quá nhỏ. Phòng có mùi khó chịu. Vị trí xa trung tâm.,negative
Phòng bẩn. Không đáng tiền.,negative
Kém chất lượng. Dịch vụ kém. Phòng quá nhỏ. Nhân viên lạnh nhạt.,negative
Phục vụ chu đáo. Đáng đồng tiền. Phòng ốc đẹp.,positive
Dịch vụ tuyệt vời. Trang thiết bị hiện đại. Giá cả hợp lý.,positive
Vị trí thuận tiện. Homestay sạch sẽ.,positive
Giá cả hợp lý. Check-in nhanh chóng.,positive
Tuyệt vời. Check-in nhanh chóng.,positive
Dịch vụ kém. Cực kỳ tệ. Giá quá cao.,negative
Dịch vụ tuyệt vời. Đáng đồng tiền. Phục vụ chu đáo. Check-in nhanh chóng.,positive
Nhân viên thân thiện. Phục vụ chu đáo. Phòng ốc đẹp. Homestay sạch sẽ.,positive
Tuyệt vời. Trang thiết bị hiện đại.,positive
Khó chịu. Phòng quá nhỏ.,negative
Tuyệt vời. Nhân viên thân thiện. Check-in nhanh chóng. Thái độ nhân viên rất tốt.,positive
Check-in chậm. Không đáng tiền. Nhân viên lạnh nhạt.,negative
Đáng đồng tiền. Rất hài lòng. Thái độ nhân viên rất tốt. Nhân viên thân thiện.,positive
Vị trí xa trung tâm. Rất thất vọng.,negative
Khó chịu. Bữa sáng nghèo nàn. Check-in chậm.,negative
Thái độ nhân viên rất tốt. Tuyệt vời.,positive
Rất hài lòng. Rất tốt.,positive
Rất thất vọng. Giá quá cao. Phòng bẩn.,negative
Bữa sáng nghèo nàn. Thái độ nhân viên không tốt.,negative
Rất tốt. Rất hài lòng.,positive
Kém chất lượng. Không quay lại lần sau. Nhân viên lạnh nhạt. Khó chịu.,negative
Ăn sáng ngon. Rất tốt. Rất hài lòng.,positive
Phòng quá nhỏ. Dịch vụ kém. Cực kỳ tệ.,negative
Không giống hình ảnh. Thái độ nhân viên không tốt. Cực kỳ tệ.,negative
Chắc chắn sẽ quay lại. Rất tốt. Trang thiết bị hiện đại.,positive
Cực kỳ tệ. Dịch vụ kém.,negative
Bữa sáng nghèo nàn. Phòng bẩn.,negative
Phục vụ chu đáo. Rất tốt.,positive
Rất tốt. Thái độ nhân viên rất tốt. Rất hài lòng. Dịch vụ tuyệt vời.,positive
Giá quá cao. Bữa sáng nghèo nàn. Không đáng tiền.,negative
Đáng đồng tiền. Ăn sáng ngon.,positive
Homestay sạch sẽ. Giá cả hợp lý. Thái độ nhân viên rất tốt.,positive
Check-in chậm. Phòng có mùi khó chịu. Dịch vụ kém.,negative
Thái độ nhân viên không tốt. Không đáng tiền. Không giống hình ảnh.,negative
Vị trí xa trung tâm. Thái độ nhân viên không tốt.,negative
Dịch vụ kém. Nhân viên lạnh nhạt. Rất thất vọng.,negative
Không giống hình ảnh. Phòng bẩn. Phòng có mùi khó chịu.,negative
Check-in nhanh chóng. Chắc chắn sẽ quay lại. Ăn sáng ngon. Giá cả hợp lý.,positive
Thiếu tiện nghi. Khó chịu. Cực kỳ tệ. Không quay lại lần sau.,negative
Dịch vụ kém. Khó chịu. Thái độ nhân viên không tốt.,negative
Thái độ nhân viên rất tốt. Homestay sạch sẽ. Phục vụ chu đáo. Ăn sáng ngon.,positive
Thiếu tiện nghi. Dịch vụ kém.,negative
Khó chịu. Không giống hình ảnh. Dịch vụ kém.,negative
Đáng đồng tiền. Trang thiết bị hiện đại. Phục vụ chu đáo. Phòng ốc đẹp.,positive
Thái độ nhân viên rất tốt. Homestay sạch sẽ.,positive
Phòng bẩn. Thiếu tiện nghi. Giá quá cao. Cực kỳ tệ.,negative
Check-in nhanh chóng. Dịch vụ tuyệt vời.,positive
Homestay không có nước nóng lạnh.,negative
Check-in nhanh chóng. Rất hài lòng. Rất tốt.,positive
Bữa sáng nghèo nàn. Dịch vụ kém. Phòng có mùi khó chịu.,negative
Thái độ nhân viên không tốt. Khó chịu. Vị trí xa trung tâm. Cực kỳ tệ.,negative
Rất tốt. Giá cả hợp lý.,positive
Phòng bẩn. Thái độ nhân viên không tốt. Thiếu tiện nghi.,negative
Khó chịu. Nhân viên lạnh nhạt.,negative
Phòng quá nhỏ. Không giống hình ảnh. Phòng có mùi khó chịu. Dịch vụ kém.,negative
Dịch vụ kém. Thái độ nhân viên không tốt. Vị trí xa trung tâm.,negative
Giá quá cao. Thiếu tiện nghi. Phòng bẩn.,negative
Không đáng tiền. Phòng bẩn. Vị trí xa trung tâm. Rất thất vọng.,negative
Không đáng tiền. Check-in chậm. Thiếu tiện nghi.,negative
Phòng ốc đẹp. Đáng đồng tiền. Check-in nhanh chóng.,positive
Rất thất vọng. Không quay lại lần sau.,negative
Ăn sáng ngon. Rất tốt.,positive
Phục vụ chu đáo. Đáng đồng tiền. Trang thiết bị hiện đại.,positive
Vị trí thuận tiện. Ăn sáng ngon. Giá cả hợp lý. Phục vụ chu đáo.,positive
Phòng quá nhỏ. Kém chất lượng.,negative
Không quay lại lần sau. Phòng có mùi khó chịu.,negative
Không gian yên tĩnh. Sạch sẽ và tiện nghi.,positive
Dịch vụ tuyệt vời. Nhân viên thân thiện. Ăn sáng ngon.,positive
Check-in nhanh chóng. Chắc chắn sẽ quay lại. Rất tốt. Thái độ nhân viên rất tốt.,positive
Dịch vụ kém. Phòng quá nhỏ. Cực kỳ tệ.,negative
